"자치구","안심 주소","위도","경도","CCTV 수량","수정 일시"
"종로구","방범033_새문안로 105 검지3","37.5704","126.9765","1","2022-12-01"
"종로구","방범033_새문안로 105_검지1","37.5704","126.9765","1","2022-12-01"
"종로구","방범033_새문안로 105_검지2","37.5704","126.9765","1","2022-12-01"
"종로구","방범033_새문안로 105_메인","37.5704","126.9765","1","2022-12-01"
"종로구","방범034_혜화로3길 20_검지1","37.5864","126.9992","1","2022-12-01"
"종로구","방범034_혜화로3길 20_메인","37.5864","126.9992","1","2022-12-01"
"종로구","방범035_북촌로15길 27_검지1","37.5856","126.9839","1","2022-12-01"
"종로구","방범035_북촌로15길 27_메인","37.5856","126.9839","1","2022-12-01"
"종로구","방범037_북촌로11길 74_검지1","37.5839","126.9833","1","2022-12-01"
"종로구","방범037_북촌로11길 74_검지2","37.5839","126.9833","1","2022-12-01"
"종로구","방범037_북촌로11길 74_메인","37.5839","126.9833","1","2022-12-01"
"종로구","방범038_북촌로11나길 26_검지1","37.5821","126.9822","1","2022-12-01"
"종로구","방범038_북촌로11나길 26_메인","37.5821","126.9822","1","2022-12-01"
"종로구","방범039_북촌로11다길 30_검지1","37.5834","126.9826","1","2022-12-01"
"종로구","방범039_북촌로11다길 30_검지2","37.5834","126.9826","1","2022-12-01"
"종로구","방범039_북촌로11다길 30_메인","37.5834","126.9826","1","2022-12-01"
"종로구","방범040-1_북촌로5가길 12-19_메인","37.5806","126.9822","1","2022-12-01"
"종로구","방범040_북촌로5나길 11_검지1","37.5811","126.9822","1","2022-12-01"
"종로구","방범040_북촌로5나길 11_메인","37.5811","126.9822","1","2022-12-01"
"종로구","방범041_윤보선길 10_검지1","37.5766","126.9844","1","2022-12-01"
"종로구","방범041_윤보선길 10_메인","37.5766","126.9844","1","2022-12-01"
"종로구","방범042_자하문로40길 6_검지1","37.5952","126.9640","1","2022-12-01"
"종로구","방범042_자하문로40길 6_메인","37.5952","126.9640","1","2022-12-01"
"종로구","방범043_창의문로 145_검지1","37.5928","126.9641","1","2022-12-01"
"종로구","방범043_창의문로 145_검지2","37.5928","126.9641","1","2022-12-01"
"종로구","방범043_창의문로 145_메인","37.5928","126.9641","1","2022-12-01"
"종로구","방범044_백석동1길 2_검지1","37.5942","126.9683","1","2022-12-01"
"종로구","방범044_백석동1길 2_검지2","37.5942","126.9683","1","2022-12-01"
"종로구","방범044_백석동1길 2_메인","37.5942","126.9683","1","2022-12-01"
"종로구","방범045_백석동길 232_검지1","37.5981","126.9671","1","2022-12-01"
"종로구","방범045_백석동길 232_메인","37.5981","126.9671","1","2022-12-01"
"종로구","방범046_세검정로7나길 14_검지1","37.6038","126.9599","1","2022-12-01"
"종로구","방범046_세검정로7나길 14_검지2","37.6038","126.9599","1","2022-12-01"
"종로구","방범046_세검정로7나길 14_메인","37.6038","126.9599","1","2022-12-01"
"종로구","방범047_평창1길 22_검지1","37.6052","126.9627","1","2022-12-01"
"종로구","방범047_평창1길 22_메인","37.6052","126.9627","1","2022-12-01"
"종로구","방범048_자하문로 302-5_검지1","37.5998","126.9596","1","2022-12-01"
"종로구","방범048_자하문로 302-5_메인","37.5998","126.9596","1","2022-12-01"
"종로구","방범049_세검정로 209-16_검지1","37.5994","126.9562","1","2022-12-01"
"종로구","방범049_세검정로 209-16_검지2","37.5994","126.9562","1","2022-12-01"
"종로구","방범049_세검정로 209-16_메인","37.5994","126.9562","1","2022-12-01"
"종로구","방범050_자하문로 303_검지1","37.5991","126.9593","1","2022-12-01"
"종로구","방범050_자하문로 303_검지2","37.5991","126.9593","1","2022-12-01"
"종로구","방범050_자하문로 303_메인","37.5991","126.9593","1","2022-12-01"
"종로구","방범051_창의문로9가길 1_검지1","37.5923","126.9613","1","2022-12-01"
"종로구","방범051_창의문로9가길 1_검지2","37.5923","126.9613","1","2022-12-01"
"종로구","방범052_평창20길 51_검지1","37.6112","126.9701","1","2022-12-01"
"종로구","방범052_평창20길 51_검지2","37.6112","126.9701","1","2022-12-01"
"종로구","방범052_평창20길 51_메인","37.6112","126.9701","1","2022-12-01"
"종로구","방범053_평창30길 31_검지1","37.6125","126.9750","1","2022-12-01"
"종로구","방범053_평창30길 31_메인","37.6125","126.9750","1","2022-12-01"
"종로구","방범054_비봉길 48_검지1","37.6131","126.9559","1","2022-12-01"
"종로구","방범054_비봉길 48_검지2","37.6131","126.9559","1","2022-12-01"
"종로구","방범054_비봉길 48_메인","37.6131","126.9559","1","2022-12-01"
"종로구","방범055_진흥로22나길 19_검지1","37.6068","126.9572","1","2022-12-01"
"종로구","방범055_진흥로22나길 19_검지2","37.6068","126.9572","1","2022-12-01"
"종로구","방범055_진흥로22나길 19_메인","37.6068","126.9572","1","2022-12-01"
"종로구","방범056_진흥로22나길 56_검지1","37.6067","126.9552","1","2022-12-01"
"종로구","방범056_진흥로22나길 56_메인","37.6067","126.9552","1","2022-12-01"
"종로구","방범057_진흥로 445_검지1","37.6078","126.9580","1","2022-12-01"
"종로구","방범057_진흥로 445_메인","37.6078","126.9580","1","2022-12-01"
"종로구","방범058_평창11길 20_검지1","37.6070","126.9663","1","2022-12-01"
"종로구","방범058_평창11길 20_검지2","37.6070","126.9663","1","2022-12-01"
"종로구","방범058_평창11길 20_메인","37.6070","126.9663","1","2022-12-01"
"종로구","방범059_평창길 23_검지1","37.6063","126.9636","1","2022-12-01"
"종로구","방범059_평창길 23_검지2","37.6063","126.9636","1","2022-12-01"
"종로구","방범059_평창길 23_메인","37.6063","126.9636","1","2022-12-01"
"종로구","방범060_평창길 329_검지1","37.6135","126.9781","1","2022-12-01"
"종로구","방범060_평창길 329_검지2","37.6135","126.9781","1","2022-12-01"
"종로구","방범060_평창길 329_메인","37.6135","126.9781","1","2022-12-01"
"종로구","방범061_평창7길 29_검지1","37.6166","126.9757","1","2022-12-01"
"종로구","방범061_평창7길 29_검지2","37.6166","126.9757","1","2022-12-01"
"종로구","방범061_평창7길 29_메인","37.6166","126.9757","1","2022-12-01"
"종로구","방범062_평창길 268_검지1","37.6147","126.9743","1","2022-12-01"
"종로구","방범062_평창길 268_검지2","37.6147","126.9743","1","2022-12-01"
"종로구","방범062_평창길 268_메인","37.6147","126.9743","1","2022-12-01"
"종로구","방범063_평창길 180-5_검지1","37.6126","126.9683","1","2022-12-01"
"종로구","방범063_평창길 180-5_메인","37.6126","126.9683","1","2022-12-01"
"종로구","방범064_평창4길 38_검지1","37.6111","126.9627","1","2022-12-01"
"종로구","방범064_평창4길 38_메인","37.6111","126.9627","1","2022-12-01"
"종로구","방범065_평창26길 2_검지1","37.6104","126.9742","1","2022-12-01"
"종로구","방범065_평창26길 2_검지2","37.6104","126.9742","1","2022-12-01"
"종로구","방범065_평창26길 2_메인","37.6104","126.9742","1","2022-12-01"
"종로구","방범066_평창14길 35_검지1","37.6108","126.9675","1","2022-12-01"
"종로구","방범066_평창14길 35_검지2","37.6108","126.9675","1","2022-12-01"
"종로구","방범066_평창14길 35_검지3","37.6108","126.9675","1","2022-12-01"
"종로구","방범066_평창14길 35_메인","37.6108","126.9675","1","2022-12-01"
"종로구","방범067_통일로14길 19_검지1","37.5755","126.9578","1","2022-12-01"
"종로구","방범067_통일로14길 19_검지2","37.5755","126.9578","1","2022-12-01"
"종로구","방범067_통일로14길 19_메인","37.5755","126.9578","1","2022-12-01"
"종로구","방범068_통일로 246-2_검지1","37.5744","126.9582","1","2022-12-01"
"종로구","방범068_통일로 246-2_검지2","37.5744","126.9582","1","2022-12-01"
"종로구","방범068_통일로 246-2_메인","37.5744","126.9582","1","2022-12-01"
"종로구","방범069_통일로12길 23_검지1","37.5738","126.9605","1","2022-12-01"
"종로구","방범069_통일로12길 23_검지2","37.5738","126.9605","1","2022-12-01"
"종로구","방범069_통일로12길 23_메인","37.5738","126.9605","1","2022-12-01"
"종로구","방범070_통일로12길 92-1_검지1","37.5765","126.9620","1","2022-12-01"
"종로구","방범070_통일로12길 92-1_검지2","37.5765","126.9620","1","2022-12-01"
"종로구","방범070_통일로12길 92-1_메인","37.5765","126.9620","1","2022-12-01"
"종로구","방범071_통일로16길 13_검지1","37.5765","126.9566","1","2022-12-01"
"종로구","방범071_통일로16길 13_메인","37.5765","126.9566","1","2022-12-01"
"종로구","방범072_사직로2길 8_검지1","37.5727","126.9642","1","2022-12-01"
"종로구","방범072_사직로2길 8_검지2","37.5727","126.9642","1","2022-12-01"
"종로구","방범072_사직로2길 8_메인","37.5727","126.9642","1","2022-12-01"
"종로구","방범073_송월1길 71_검지1","37.5729","126.9652","1","2022-12-01"
"종로구","방범073_송월1길 71_검지2","37.5729","126.9652","1","2022-12-01"
"종로구","방범073_송월1길 71_메인","37.5729","126.9652","1","2022-12-01"
"종로구","방범074_사직로1다길 2_검지1","37.5738","126.9625","1","2022-12-01"
"종로구","방범074_사직로1다길 2_검지2","37.5738","126.9625","1","2022-12-01"
"종로구","방범074_사직로1다길 2_검지3","37.5738","126.9625","1","2022-12-01"
"종로구","방범074_사직로1다길 2_메인","37.5738","126.9625","1","2022-12-01"
"종로구","방범075_사직로1길 12_검지1","37.5729","126.9625","1","2022-12-01"
"종로구","방범075_사직로1길 12_검지2","37.5729","126.9625","1","2022-12-01"
"종로구","방범075_사직로1길 12_메인","37.5729","126.9625","1","2022-12-01"
"종로구","방범076_사직로1라길 30_검지1","37.5752","126.9624","1","2022-12-01"
"종로구","방범076_사직로1라길 30_검지2","37.5752","126.9624","1","2022-12-01"
"종로구","방범076_사직로1라길 30_메인","37.5752","126.9624","1","2022-12-01"
"종로구","방범077_사직로1나길 43_검지1","37.5751","126.9629","1","2022-12-01"
"종로구","방범077_사직로1나길 43_검지2","37.5751","126.9629","1","2022-12-01"
"종로구","방범077_사직로1나길 43_메인","37.5751","126.9629","1","2022-12-01"
"종로구","방범078_송월1길 46_검지1","37.5718","126.9650","1","2022-12-01"
"종로구","방범078_송월1길 46_검지2","37.5718","126.9650","1","2022-12-01"
"종로구","방범078_송월1길 46_검지3","37.5718","126.9650","1","2022-12-01"
"종로구","방범078_송월1길 46_메인","37.5718","126.9650","1","2022-12-01"
"종로구","방범079_경교장길 5_검지1","37.5674","126.9658","1","2022-12-01"
"종로구","방범079_경교장길 5_검지2","37.5674","126.9658","1","2022-12-01"
"종로구","방범079_경교장길 5_검지3","37.5674","126.9658","1","2022-12-01"
"종로구","방범079_경교장길 5_메인","37.5674","126.9658","1","2022-12-01"
"종로구","방범080_북촌로11길 33_검지1","37.5823","126.9836","1","2022-12-01"
"종로구","방범080_북촌로11길 33_메인","37.5823","126.9836","1","2022-12-01"
"종로구","방범081_계동길 69_검지1","37.5804","126.9867","1","2022-12-01"
"종로구","방범081_계동길 69_메인","37.5804","126.9867","1","2022-12-01"
"종로구","방범082_계동4길 9_검지1","37.5822","126.9874","1","2022-12-01"
"종로구","방범082_계동4길 9_메인","37.5822","126.9874","1","2022-12-01"
"종로구","방범083_창덕궁1가길 26_검지1","37.5804","126.9884","1","2022-12-01"
"종로구","방범083_창덕궁1가길 26_메인","37.5804","126.9884","1","2022-12-01"
"종로구","방범084_창덕궁길 49_검지1","37.5796","126.9893","1","2022-12-01"
"종로구","방범084_창덕궁길 49_메인","37.5796","126.9893","1","2022-12-01"
"종로구","방범085_창덕궁길 146-1_검지1","37.5831","126.9878","1","2022-12-01"
"종로구","방범085_창덕궁길 146-1_메인","37.5831","126.9878","1","2022-12-01"
"종로구","방범087_창덕궁4길 3_검지1","37.5816","126.9891","1","2022-12-01"
"종로구","방범087_창덕궁4길 3_검지2","37.5816","126.9891","1","2022-12-01"
"종로구","방범087_창덕궁4길 3_메인","37.5816","126.9891","1","2022-12-01"
"종로구","방범088_창덕궁3길 7_검지1","37.5814","126.9888","1","2022-12-01"
"종로구","방범088_창덕궁3길 7_검지2","37.5814","126.9888","1","2022-12-01"
"종로구","방범088_창덕궁3길 7_메인","37.5814","126.9888","1","2022-12-01"
"종로구","방범089_돈화문로9길 10-4_검지1","37.5720","126.9910","1","2022-12-01"
"종로구","방범089_돈화문로9길 10-4_메인","37.5720","126.9910","1","2022-12-01"
"종로구","방범090_돈화문로9가길 5-6_검지1","37.5720","126.9905","1","2022-12-01"
"종로구","방범090_돈화문로9가길 5-6_검지2","37.5720","126.9905","1","2022-12-01"
"종로구","방범090_돈화문로9가길 5-6_메인","37.5720","126.9905","1","2022-12-01"
"종로구","방범091_수표로28길 45_검지1","37.5733","126.9908","1","2022-12-01"
"종로구","방범091_수표로28길 45_검지2","37.5733","126.9908","1","2022-12-01"
"종로구","방범091_수표로28길 45_메인","37.5733","126.9908","1","2022-12-01"
"종로구","방범093_수표로 89_검지1","37.5692","126.9895","1","2022-12-01"
"종로구","방범093_수표로 89_검지2","37.5692","126.9895","1","2022-12-01"
"종로구","방범093_수표로 89_메인","37.5692","126.9895","1","2022-12-01"
"종로구","방범094-1_백석동3길 30_검지1","37.5969","126.9668","1","2022-12-01"
"종로구","방범094-1_백석동3길 30_검지2","37.5969","126.9668","1","2022-12-01"
"종로구","방범094_백석동3길 29_검지1","37.5972","126.9674","1","2022-12-01"
"종로구","방범094_백석동3길 29_메인","37.5972","126.9674","1","2022-12-01"
"종로구","방범095_수표로 130_검지1","37.5727","126.9886","1","2022-12-01"
"종로구","방범095_수표로 130_검지2","37.5727","126.9886","1","2022-12-01"
"종로구","방범095_수표로 130_메인","37.5727","126.9886","1","2022-12-01"
"종로구","방범096_인사동길 20-22_검지1","37.5726","126.9874","1","2022-12-01"
"종로구","방범096_인사동길 20-22_검지2","37.5726","126.9874","1","2022-12-01"
"종로구","방범096_인사동길 20-22_메인","37.5726","126.9874","1","2022-12-01"
"종로구","방범097_혜화로3길 55_검지1","37.5861","126.9976","1","2022-12-01"
"종로구","방범097_혜화로3길 55_메인","37.5861","126.9976","1","2022-12-01"
"종로구","방범098_청계천로 1_검지1","37.5696","126.9774","1","2022-12-01"
"종로구","방범098_청계천로 1_메인","37.5696","126.9774","1","2022-12-01"
"종로구","방범099_돈화문로2길 16_검지1","37.5693","126.9933","1","2022-12-01"
"종로구","방범099_돈화문로2길 16_메인","37.5693","126.9933","1","2022-12-01"
"종로구","방범100_혜화로9길 42_검지1","37.5868","126.9978","1","2022-12-01"
"종로구","방범100_혜화로9길 42_메인","37.5868","126.9978","1","2022-12-01"
"종로구","방범101_혜화로9길 28_검지1","37.5876","126.9983","1","2022-12-01"
"종로구","방범101_혜화로9길 28_메인","37.5876","126.9983","1","2022-12-01"
"종로구","방범102_종로 140-1_검지1","37.5703","126.9932","1","2022-12-01"
"종로구","방범102_종로 140-1_메인","37.5703","126.9932","1","2022-12-01"
"종로구","방범103_종로 160-1_검지1","37.5704","126.9954","1","2022-12-01"
"종로구","방범103_종로 160-1_메인","37.5704","126.9954","1","2022-12-01"
"종로구","방범104_우정국로 29_검지1","37.5719","126.9829","1","2022-12-01"
"종로구","방범104_우정국로 29_검지2","37.5719","126.9829","1","2022-12-01"
"종로구","방범104_우정국로 29_메인","37.5719","126.9829","1","2022-12-01"
"종로구","방범105_종로12길 10_검지1","37.5698","126.9857","1","2022-12-01"
"종로구","방범105_종로12길 10_검지2","37.5698","126.9857","1","2022-12-01"
"종로구","방범105_종로12길 10_메인","37.5698","126.9857","1","2022-12-01"
"종로구","방범106_우정국로 2_검지1","37.5691","126.9830","1","2022-12-01"
"종로구","방범106_우정국로 2_검지2","37.5691","126.9830","1","2022-12-01"
"종로구","방범106_우정국로 2_검지3","37.5691","126.9830","1","2022-12-01"
"종로구","방범106_우정국로 2_메인","37.5691","126.9830","1","2022-12-01"
"종로구","방범107_청계천로 73_검지1","37.5686","126.9858","1","2022-12-01"
"종로구","방범107_청계천로 73_검지2","37.5686","126.9858","1","2022-12-01"
"종로구","방범107_청계천로 73_검지3","37.5686","126.9858","1","2022-12-01"
"종로구","방범107_청계천로 73_메인","37.5686","126.9858","1","2022-12-01"
"종로구","방범108_혜화로9길 6_검지1","37.5878","126.9993","1","2022-12-01"
"종로구","방범108_혜화로9길 6_메인","37.5878","126.9993","1","2022-12-01"
"종로구","방범109_북촌로11길 5_검지1","37.5814","126.9847","1","2022-12-01"
"종로구","방범109_북촌로11길 5_검지2","37.5814","126.9847","1","2022-12-01"
"종로구","방범109_북촌로11길 5_메인","37.5814","126.9847","1","2022-12-01"
"종로구","방범110_삼일대로30길 14_검지1","37.5740","126.9886","1","2022-12-01"
"종로구","방범110_삼일대로30길 14_검지2","37.5740","126.9886","1","2022-12-01"
"종로구","방범110_삼일대로30길 14_메인","37.5741","126.9890","1","2022-12-01"
"종로구","방범111_돈화문로6나길 13_검지1","37.5715","126.9933","1","2022-12-01"
"종로구","방범111_돈화문로6나길 13_메인","37.5715","126.9933","1","2022-12-01"
"종로구","방범112_무교로 37_검지1","37.5694","126.9792","1","2022-12-01"
"종로구","방범112_무교로 37_검지2","37.5694","126.9792","1","2022-12-01"
"종로구","방범112_무교로 37_메인","37.5694","126.9792","1","2022-12-01"
"종로구","방범113_청계천로 1_검지1","37.5693","126.9776","1","2022-12-01"
"종로구","방범113_청계천로 1_메인","37.5693","126.9776","1","2022-12-01"
"종로구","방범114_세종대로 152_검지1","37.5698","126.9774","1","2022-12-01"
"종로구","방범114_세종대로 152_검지2","37.5698","126.9774","1","2022-12-01"
"종로구","방범114_세종대로 152_메인","37.5698","126.9774","1","2022-12-01"
"종로구","방범115_종로 1_검지1","37.5707","126.9774","1","2022-12-01"
"종로구","방범115_종로 1_메인","37.5707","126.9774","1","2022-12-01"
"종로구","방범116_성균관로 54-13_검지1","37.5874","126.9971","1","2022-12-01"
"종로구","방범116_성균관로 54-13_메인","37.5874","126.9971","1","2022-12-01"
"종로구","방범117_종로28길 11_검지1","37.5699","126.9955","1","2022-12-01"
"종로구","방범117_종로28길 11_메인","37.5699","126.9955","1","2022-12-01"
"종로구","방범118-1_인사동길 11-1_검지1","37.5719","126.9869","1","2022-12-01"
"종로구","방범118_인사동길 11-1_검지1","37.5719","126.9869","1","2022-12-01"
"종로구","방범118_인사동길 11-1_메인","37.5719","126.9869","1","2022-12-01"
"종로구","방범119-1_인사동길 24_검지1","37.5730","126.9863","1","2022-12-01"
"종로구","방범119-2_인사동길 24_검지1","37.5730","126.9863","1","2022-12-01"
"종로구","방범119_인사동길 24_검지1","37.5730","126.9863","1","2022-12-01"
"종로구","방범119_인사동길 24_검지2","37.5730","126.9863","1","2022-12-01"
"종로구","방범119_인사동길 24_메인","37.5730","126.9863","1","2022-12-01"
"종로구","방범120_인사동길 1_검지1","37.5711","126.9874","1","2022-12-01"
"종로구","방범120_인사동길 1_메인","37.5711","126.9874","1","2022-12-01"
"종로구","방범121_창경궁로 109_검지1","37.5713","126.9976","1","2022-12-01"
"종로구","방범121_창경궁로 109_검지2","37.5713","126.9976","1","2022-12-01"
"종로구","방범121_창경궁로 109_메인","37.5713","126.9976","1","2022-12-01"
"종로구","방범123-1_청계천로 155_검지1","37.5687","126.9949","1","2022-12-01"
"종로구","방범123-1_청계천로 155_검지2","37.5687","126.9949","1","2022-12-01"
"종로구","방범123_청계천로 149-1_검지1","37.5687","126.9944","1","2022-12-01"
"종로구","방범123_청계천로 149-1_메인","37.5687","126.9944","1","2022-12-01"
"종로구","방범124_종로3길 17_검지1","37.5701","126.9794","1","2022-12-01"
"종로구","방범124_종로3길 17_검지2","37.5701","126.9794","1","2022-12-01"
"종로구","방범124_종로3길 17_메인","37.5701","126.9794","1","2022-12-01"
"종로구","방범125_종로 69_검지1","37.5704","126.9856","1","2022-12-01"
"종로구","방범125_종로 69_검지2","37.5704","126.9856","1","2022-12-01"
"종로구","방범125_종로 69_메인","37.5704","126.9856","1","2022-12-01"
"종로구","방범126_종로 145_검지1","37.5707","126.9939","1","2022-12-01"
"종로구","방범126_종로 145_검지2","37.5707","126.9939","1","2022-12-01"
"종로구","방범126_종로 145_메인","37.5707","126.9939","1","2022-12-01"
"종로구","방범127_삼일대로32길 36_검지1","37.5755","126.9892","1","2022-12-01"
"종로구","방범127_삼일대로32길 36_검지2","37.5755","126.9892","1","2022-12-01"
"종로구","방범127_삼일대로32길 36_메인","37.5755","126.9892","1","2022-12-01"
"종로구","방범128_돈화문로11다길 44_검지1","37.5737","126.9898","1","2022-12-01"
"종로구","방범128_돈화문로11다길 44_메인","37.5737","126.9898","1","2022-12-01"
"종로구","방범129_성균관로 58-23_검지1","37.5877","126.9976","1","2022-12-01"
"종로구","방범129_성균관로 58-23_메인","37.5877","126.9976","1","2022-12-01"
"종로구","방범130_성균관로14길 30_검지1","37.5880","126.9976","1","2022-12-01"
"종로구","방범130_성균관로14길 30_메인","37.5880","126.9976","1","2022-12-01"
"종로구","방범131_충신길 3_검지1","37.5734","127.0076","1","2022-12-01"
"종로구","방범131_충신길 3_메인","37.5734","127.0076","1","2022-12-01"
"종로구","방범132_낙산성곽서길 63_검지1","37.5753","127.0086","1","2022-12-01"
"종로구","방범132_낙산성곽서길 63_메인","37.5753","127.0086","1","2022-12-01"
"종로구","방범133_충신4나길 5_검지1","37.5760","127.0078","1","2022-12-01"
"종로구","방범133_충신4나길 5_메인","37.5760","127.0078","1","2022-12-01"
"종로구","방범134_충신길 31_검지1","37.5742","127.0079","1","2022-12-01"
"종로구","방범134_충신길 31_메인","37.5742","127.0079","1","2022-12-01"
"종로구","방범135_종로41길 48_검지1","37.5734","127.0062","1","2022-12-01"
"종로구","방범135_종로41길 48_검지2","37.5734","127.0062","1","2022-12-01"
"종로구","방범135_종로41길 48_메인","37.5734","127.0062","1","2022-12-01"
"종로구","방범136_충신길 78_검지1","37.5761","127.0070","1","2022-12-01"
"종로구","방범136_충신길 78_검지2","37.5761","127.0070","1","2022-12-01"
"종로구","방범136_충신길 78_메인","37.5761","127.0070","1","2022-12-01"
"종로구","방범137_충신길 76-9_검지1","37.5761","127.0075","1","2022-12-01"
"종로구","방범137_충신길 76-9_메인","37.5761","127.0075","1","2022-12-01"
"종로구","방범138_율곡로22가길 25-1_검지1","37.5742","127.0040","1","2022-12-01"
"종로구","방범138_율곡로22가길 25-1_메인","37.5742","127.0040","1","2022-12-01"
"종로구","방범139_종로 251-3_검지1","37.5715","127.0056","1","2022-12-01"
"종로구","방범139_종로 251-3_메인","37.5715","127.0056","1","2022-12-01"
"종로구","방범140_김상옥로 42-1_검지1","37.5733","127.0022","1","2022-12-01"
"종로구","방범140_김상옥로 42-1_메인","37.5733","127.0022","1","2022-12-01"
"종로구","방범141_대학로 16_검지1","37.5724","127.0021","1","2022-12-01"
"종로구","방범141_대학로 16_메인","37.5724","127.0021","1","2022-12-01"
"종로구","방범142_김상옥로 51_검지1","37.5733","127.0035","1","2022-12-01"
"종로구","방범142_김상옥로 51_검지2","37.5733","127.0035","1","2022-12-01"
"종로구","방범142_김상옥로 51_메인","37.5733","127.0035","1","2022-12-01"
"종로구","방범143_혜화로9길 24-16_검지1","37.5884","126.9984","1","2022-12-01"
"종로구","방범143_혜화로9길 24-16_메인","37.5884","126.9984","1","2022-12-01"
"종로구","방범144_이화장길 70-12_검지1","37.5785","127.0052","1","2022-12-01"
"종로구","방범144_이화장길 70-12_메인","37.5785","127.0052","1","2022-12-01"
"종로구","방범145_이화장1길 33_검지1","37.5778","127.0060","1","2022-12-01"
"종로구","방범145_이화장1길 33_메인","37.5778","127.0060","1","2022-12-01"
"종로구","방범146_동숭3길 40_검지1","37.5828","127.0047","1","2022-12-01"
"종로구","방범146_동숭3길 40_메인","37.5828","127.0047","1","2022-12-01"
"종로구","방범147_동숭4나길 29_검지1","37.5832","127.0059","1","2022-12-01"
"종로구","방범147_동숭4나길 29_메인","37.5832","127.0059","1","2022-12-01"
"종로구","방범148_율곡로13길 13_검지1","37.5768","127.0007","1","2022-12-01"
"종로구","방범148_율곡로13길 13_메인","37.5768","127.0007","1","2022-12-01"
"종로구","방범149_대학로 103_검지1","37.5804","127.0020","1","2022-12-01"
"종로구","방범149_대학로 103_메인","37.5804","127.0020","1","2022-12-01"
"종로구","방범150_대학로7길 18_검지1","37.5792","127.0010","1","2022-12-01"
"종로구","방범150_대학로7길 18_검지2","37.5792","127.0010","1","2022-12-01"
"종로구","방범150_대학로7길 18_메인","37.5792","127.0010","1","2022-12-01"
"종로구","방범151_율곡로19길 19_검지1","37.5763","127.0059","1","2022-12-01"
"종로구","방범151_율곡로19길 19_메인","37.5763","127.0059","1","2022-12-01"
"종로구","방범152_이화장1나길 15_검지1","37.5776","127.0067","1","2022-12-01"
"종로구","방범152_이화장1나길 15_메인","37.5776","127.0067","1","2022-12-01"
"종로구","방범153_낙산성곽서1길 17_검지1","37.5777","127.0081","1","2022-12-01"
"종로구","방범153_낙산성곽서1길 17_검지2","37.5777","127.0081","1","2022-12-01"
"종로구","방범153_낙산성곽서1길 17_메인","37.5777","127.0081","1","2022-12-01"
"종로구","방범154_성균관로14길 14_검지1","37.5889","126.9976","1","2022-12-01"
"종로구","방범154_성균관로14길 14_메인","37.5889","126.9976","1","2022-12-01"
"종로구","방범155_동숭길 29_검지1","37.5799","127.0039","1","2022-12-01"
"종로구","방범155_동숭길 29_메인","37.5799","127.0039","1","2022-12-01"
"종로구","방범156_대학로 120_검지1","37.5818","127.0024","1","2022-12-01"
"종로구","방범156_대학로 120_검지2","37.5818","127.0024","1","2022-12-01"
"종로구","방범156_대학로 120_메인","37.5818","127.0024","1","2022-12-01"
"종로구","방범157_이화장길 84_검지1","37.5791","127.0045","1","2022-12-01"
"종로구","방범157_이화장길 84_메인","37.5791","127.0045","1","2022-12-01"
"종로구","방범158_대학로 95_검지1","37.5798","127.0020","1","2022-12-01"
"종로구","방범158_대학로 95_메인","37.5798","127.0020","1","2022-12-01"
"종로구","방범159_이화장길 33_검지1","37.5769","127.0045","1","2022-12-01"
"종로구","방범159_이화장길 33_메인","37.5769","127.0045","1","2022-12-01"
"종로구","방범160_율곡로17길 7-2_검지1","37.5762","127.0050","1","2022-12-01"
"종로구","방범160_율곡로17길 7-2_메인","37.5762","127.0050","1","2022-12-01"
"종로구","방범161_대학로 60_검지1","37.5768","127.0026","1","2022-12-01"
"종로구","방범161_대학로 60_검지2","37.5768","127.0026","1","2022-12-01"
"종로구","방범161_대학로 60_메인","37.5768","127.0026","1","2022-12-01"
"종로구","방범162_이화장길 14_검지1","37.5769","127.0033","1","2022-12-01"
"종로구","방범162_이화장길 14_검지2","37.5769","127.0033","1","2022-12-01"
"종로구","방범162_이화장길 14_메인","37.5769","127.0033","1","2022-12-01"
"종로구","방범163_성균관로17길 28_검지1","37.5905","126.9976","1","2022-12-01"
"종로구","방범163_성균관로17길 28_검지2","37.5905","126.9976","1","2022-12-01"
"종로구","방범163_성균관로17길 28_메인","37.5905","126.9976","1","2022-12-01"
"종로구","방범164_혜화로11길 19_검지1","37.5888","126.9983","1","2022-12-01"
"종로구","방범164_혜화로11길 19_메인","37.5888","126.9983","1","2022-12-01"
"종로구","방범165_혜화로3가길 11_검지1","37.5868","126.9986","1","2022-12-01"
"종로구","방범165_혜화로3가길 11_검지2","37.5868","126.9986","1","2022-12-01"
"종로구","방범165_혜화로3가길 11_메인","37.5868","126.9986","1","2022-12-01"
"종로구","방범166_혜화로9길 40_검지1","37.5872","126.9980","1","2022-12-01"
"종로구","방범166_혜화로9길 40_메인","37.5872","126.9980","1","2022-12-01"
"종로구","방범167_성균관로4길 6_검지1","37.5845","126.9978","1","2022-12-01"
"종로구","방범167_성균관로4길 6_메인","37.5845","126.9978","1","2022-12-01"
"종로구","방범168_혜화로3길 6_검지1","37.5862","126.9997","1","2022-12-01"
"종로구","방범168_혜화로3길 6_메인","37.5862","126.9997","1","2022-12-01"
"종로구","방범169_대명길 4_검지1","37.5837","127.0014","1","2022-12-01"
"종로구","방범169_대명길 4_검지2","37.5837","127.0014","1","2022-12-01"
